"platformgameid","teamid","side","shutdownbounty"
"ESPORTSTMNT04:1190143","102235771678061291","200",
"ESPORTSTMNT01:1415531","100285330168091787","100",
"ESPORTSTMNT03:3132256","101428372605353526","200","0"
"ESPORTSTMNT04:1481164","102787200124959636","200",
"ESPORTSTMNT02:3211508","105550036134585264","200","900"
"ESPORTSTMNT01:3415800","99566406332987990","100","0"
"ESPORTSTMNT04:2270093","105515219038427019","100","1650"
"ESPORTSTMNT02:1800588","100285330168091787","200",
"ESPORTSTMNT06:2817698","108439036582886702","100","0"
"ESPORTSTMNT04:2431206","104710682193583854","200","300"
"ESPORTSTMNT01:2144393","105593161016793151","200",
"ESPORTSTMNT04:2411147","107468079354897663","100","1650"
"ESPORTSTMNT06:2531992","105521402545275594","200","700"
"ESPORTSTMNT01:3417102","107581759470356115","100","0"
"ESPORTSTMNT01:3409145","106827827857159558","100","1150"
"ESPORTSTMNT05:2940914","106857739520697600","100","0"
"ESPORTSTMNT01:3328190","99566404585387054","200","300"
"ESPORTSTMNT02:2558003","105594135137147298","200",
"ESPORTSTMNT03:2921423","105519746234964687","200","1000"
"ESPORTSTMNT06:1180396","102787200129022886","100",
"ESPORTSTMNT01:2773172","104710678170825211","200","150"
"ESPORTSTMNT02:1697703","105504044166670507","100",
"ESPORTSTMNT05:2530098","105521412995449549","200",
"ESPORTSTMNT06:1071560","98767991877340524","200",
"ESPORTSTMNT03:1125392","99566408562477641","100",
"ESPORTSTMNT03:2547983","99294153824386385","100","500"
"ESPORTSTMNT01:1682689","105550042327365041","200",
"ESPORTSTMNT06:2211060","103935446548920777","100","200"
"ESPORTSTMNT06:2775898","101383793567806688","100","550"
"ESPORTSTMNT03:3123651","105505619546859895","100","300"
"ESPORTSTMNT02:2810723","104710359142494900","100","1150"
"ESPORTSTMNT05:2950994","105550042327365041","200","400"
"ESPORTSTMNT04:2300249","108203159356403647","200","1400"
"ESPORTSTMNT03:3092958","105550059790656435","200","750"
"ESPORTSTMNT05:3090459","98767991949608898","100","650"
"ESPORTSTMNT01:2138346","105521293297166647","100",
"ESPORTSTMNT03:3198004","100725845022060229","200","250"
"ESPORTSTMNT01:2691301","102787200136756173","100",
"ESPORTSTMNT02:2573545","105521504308341229","200",
"ESPORTSTMNT01:3322313","99566405124618295","100","0"
"ESPORTSTMNT01:3406900","106827832203113865","200","50"
"ESPORTSTMNT04:2687431","105593951536470384","200","0"
"ESPORTSTMNT03:1765868","105550036134585264","100",
"ESPORTSTMNT01:3409862","105521706535388095","100","0"
"ESPORTSTMNT03:1128401","100205573495116443","100",
"ESPORTSTMNT02:1383936","99566404585387054","100",
"ESPORTSTMNT02:2571870","98926509883054987","200",
"ESPORTSTMNT03:2920219","101428372605353526","200","600"
"ESPORTSTMNT04:1130630","99566406066182955","200",
"ESPORTSTMNT03:1432256","99566408217116828","100",
"ESPORTSTMNT03:1961611","105520819263036609","200",
"ESPORTSTMNT03:2636764","107599156601411192","200","50"
"ESPORTSTMNT06:2531146","100725845022060229","200","800"
"ESPORTSTMNT01:2984952","107603548241713732","200","650"
"ESPORTSTMNT02:2575060","107582615829368757","200",
"ESPORTSTMNT04:2684764","105553606349477427","200","500"
"ESPORTSTMNT03:1330729","99566406332122275","100",
"ESPORTSTMNT02:1391920","100205576307813373","100",
"ESPORTSTMNT02:2820504","105520784254806142","200","0"
"ESPORTSTMNT03:1091175","102141671183409133","100",
"ESPORTSTMNT04:2693256","108352305932141947","200","400"
"ESPORTSTMNT03:2075574","98767991935149427","200",
"ESPORTSTMNT03:2003275","105504044166670507","200",
"ESPORTSTMNT06:1200022","103877675241047720","100",
"ESPORTSTMNT02:1102033","99566408221114231","100",
"ESPORTSTMNT03:3099998","105505619546859895","200","400"
"ESPORTSTMNT01:1431418","99566405128626825","200",
"ESPORTSTMNT01:2783410","107700208463820785","200","350"
"ESPORTSTMNT04:2670516","105559480124455983","200","1300"
"ESPORTSTMNT02:1322856","99566405128626825","100",
"ESPORTSTMNT06:1841007","104710354840711661","200",
"ESPORTSTMNT03:2071532","102787200120306562","200",
"ESPORTSTMNT03:2590222","101428372600307248","100","350"
"ESPORTSTMNT03:3122713","105521674055625312","200","0"
"ESPORTSTMNT05:3220334","103877675241047720","200","150"
"ESPORTSTMNT02:1694095","105536738266035235","100",
"ESPORTSTMNT03:2780604","99566405124618295","200","50"
"ESPORTSTMNT03:2102412","99566406490127625","200",
"ESPORTSTMNT03:3089608","105550042327365041","100","350"
"ESPORTSTMNT03:2885139","107700211633200412","100","50"
"ESPORTSTMNT06:2531070","105521402545275594","100","50"
"ESPORTSTMNT02:1395103","101428372603715124","100",
"ESPORTSTMNT01:3328148","107582641798795198","100","750"
"ESPORTSTMNT01:3372650","105550047979361273","200","100"
"ESPORTSTMNT02:3167493","107599089191671351","200","150"
"ESPORTSTMNT02:1112605","98926509884398584","200",
"ESPORTSTMNT03:2894757","106269859169658575","200","150"
"ESPORTSTMNT03:1754443","101383793574360315","200",
"ESPORTSTMNT06:2531187","105537947396116202","200","200"
"ESPORTSTMNT05:2060136","105515266817621145","100",
"ESPORTSTMNT04:1810776","105514967858969605","200",
"ESPORTSTMNT04:1481197","105553684493690219","200",
"ESPORTSTMNT03:2631310","105913232697120493","200","1600"
"ESPORTSTMNT03:1681444","99566404585387054","100",
"ESPORTSTMNT01:2696199","99566408221961358","100",
"ESPORTSTMNT01:2697010","99322214689444546","100",
"ESPORTSTMNT02:3155548","105550042327365041","100","700"
"ESPORTSTMNT03:2003900","105505619546859895","100",
"ESPORTSTMNT02:2788437","106806773698472633","100","400"
"ESPORTSTMNT03:1342295","100205576309502431","200",
"ESPORTSTMNT02:3150774","99294153828264740","200","1050"
"ESPORTSTMNT06:2821207","107597875833524424","200","100"
"ESPORTSTMNT01:3311134","105593182576105603","100","1300"
"ESPORTSTMNT06:2820757","103877589042434434","200","100"
"ESPORTSTMNT01:2915905","107598764318774383","100","150"
"ESPORTSTMNT02:2671880","100725845018863243","200","150"
"ESPORTSTMNT05:3217368","105536643047197642","200","450"
"ESPORTSTMNT03:1762038","105550049871017396","200",
"ESPORTSTMNT01:3337860","102787200149928963","200","100"
"ESPORTSTMNT06:2190589","103935530333072898","100","0"
"ESPORTSTMNT04:2210072","99322214695067838","100","700"
"ESPORTSTMNT04:1660373","104710369093939895","100",
"ESPORTSTMNT03:2790434","99566405127798575","200","400"
"ESPORTSTMNT02:2779328","105520786527322647","200","700"
"ESPORTSTMNT06:1881121","102787200129022886","200",
"ESPORTSTMNT03:1117690","99566404579461230","200",
"ESPORTSTMNT06:1680508","105536643047197642","200",
"ESPORTSTMNT03:2051113","105559480124455983","200",
"ESPORTSTMNT03:3198740","107580483738977500","100","1000"
"ESPORTSTMNT01:3311682","102141671183409133","200","750"
"ESPORTSTMNT05:2520940","105521408363571548","100",
"ESPORTSTMNT03:1119160","99566408358330419","100",
"ESPORTSTMNT03:3133273","109783023470714128","100","2600"
"ESPORTSTMNT04:2270121","105515219038427019","100","50"
"ESPORTSTMNT01:3416073","99566404579461230","100","1200"
"ESPORTSTMNT01:3414426","98926509885559666","200","700"
"ESPORTSTMNT02:3152336","100725845022060229","100","250"
"ESPORTSTMNT03:3100935","107700199633958891","200","0"
"LPL_B:329438","103461966986776720","100","800"
"ESPORTSTMNT01:3331934","99566408217955692","100","250"
"ESPORTSTMNT04:2679110","98767991853197861","100","750"
"ESPORTSTMNT06:2768698","99566406064558732","100","50"
"ESPORTSTMNT03:2830472","106269859169658575","200","950"
"ESPORTSTMNT02:1094477","98926509885559666","100",
"ESPORTSTMNT04:2690161","107416342401528388","200","750"
"ESPORTSTMNT05:3239462","103877625775457850","200","0"
"ESPORTSTMNT02:2787938","103461966975897718","100","750"
"ESPORTSTMNT02:3214320","104841890701948065","100","400"
"ESPORTSTMNT03:3103036","101428372603715124","100","150"
"ESPORTSTMNT02:2073035","102787200129022886","200",
"ESPORTSTMNT02:2140318","106857761435870473","100",
"ESPORTSTMNT06:1070393","99566406070802758","100",
"ESPORTSTMNT04:1000320","102787200124959636","100",
"ESPORTSTMNT02:3212489","102141671183409133","100","100"
"ESPORTSTMNT01:3335463","109676337359108345","100","400"
"ESPORTSTMNT02:3045196","99294153828264740","200","550"
"ESPORTSTMNT04:2471562","105550005698683818","100","150"
"ESPORTSTMNT04:1490882","102787200124959636","100",
"ESPORTSTMNT05:2520434","105520822049210915","100",
"ESPORTSTMNT03:2896069","104710354840711661","200","800"
"ESPORTSTMNT02:1734320","102747101565183056","200",
"ESPORTSTMNT05:1520078","103535282113853330","200",
"ESPORTSTMNT01:2983296","107581284487120142","200","1700"
"ESPORTSTMNT01:3384719","106827827857159558","200","100"
"ESPORTSTMNT03:2093849","103963753080578719","100",
"ESPORTSTMNT01:2770177","99566405130451785","200","250"
"ESPORTSTMNT03:1765758","105594176887807460","100",
"ESPORTSTMNT03:2651119","107700204561086446","200","1300"
"ESPORTSTMNT03:2569995","107582150625414483","100","1250"
"ESPORTSTMNT01:1415469","99566404581868574","100",
"ESPORTSTMNT03:2652943","107598683861013570","100","0"
"ESPORTSTMNT03:3115289","106269859169658575","100","100"
"ESPORTSTMNT03:1682482","100205576307813373","200",
"ESPORTSTMNT03:3127506","109981678167856017","100","550"
"ESPORTSTMNT01:3380569","109981678167856017","200","1000"
"ESPORTSTMNT03:1128603","99566408356697119","100",
"ESPORTSTMNT03:3166873","105550024238752685","100","100"
"ESPORTSTMNT03:2714869","98767991892579754","100","0"
"ESPORTSTMNT05:3218516","103495716886587312","100","550"
"ESPORTSTMNT04:2411521","101428372605353526","200","250"
"ESPORTSTMNT02:1970597","100725845022060229","100",
"ESPORTSTMNT02:2574917","99322214689444546","200",
"ESPORTSTMNT02:2779238","107423083507599175","100","950"
"ESPORTSTMNT01:3306877","109698757443650056","100","1300"
"ESPORTSTMNT03:1119121","98767991935149427","200",
"ESPORTSTMNT03:1811816","101383793574360315","100",
"ESPORTSTMNT01:1893701","100205573496804586","100",
"ESPORTSTMNT02:1924529","105550026570060790","200",
"ESPORTSTMNT05:3060177","107575082591536093","100","600"
"ESPORTSTMNT03:1350622","99566406332122275","100",
"ESPORTSTMNT03:3124374","107655539755387391","100","1250"
"ESPORTSTMNT03:3179921","99566408221114231","200","550"
"ESPORTSTMNT03:2894027","99322214689444546","100","850"
"ESPORTSTMNT02:2972645","98926509884398584","100","150"
"ESPORTSTMNT02:1725984","105521408363571548","200",
"ESPORTSTMNT01:3330805","107581759470356115","200","0"
"ESPORTSTMNT03:2567360","99566408217116828","100","900"
"ESPORTSTMNT03:1994880","105503778424809514","200",
"ESPORTSTMNT02:1113974","99566404581868574","100",
"ESPORTSTMNT01:2735520","99566404579461230","200","400"
"ESPORTSTMNT05:1440707","98767991860392497","200",
"ESPORTSTMNT02:1294231","99871276356460471","200",
"ESPORTSTMNT04:2665143","100725845022060229","200","300"
"ESPORTSTMNT03:1811528","100289931264192378","200",
"ESPORTSTMNT02:2440617",,"200",
"ESPORTSTMNT06:2542296","103877675241047720","200","50"
"ESPORTSTMNT01:3329040","99566408217955692","100","300"
"ESPORTSTMNT03:3189125","99566408217955692","200","0"
"ESPORTSTMNT02:1384652","99566405130451785","100",
"ESPORTSTMNT05:3060718","102787200151698443","100","0"
"ESPORTSTMNT05:1780277","105515266817621145","200",
"ESPORTSTMNT01:3326283","105550047979361273","200","950"
"ESPORTSTMNT02:3144050","105913238372341488","200","650"
"ESPORTSTMNT01:3084523","99566408358330419","100","50"
"ESPORTSTMNT02:3170855","107603544245460197","100","100"
"ESPORTSTMNT06:2260360","98767991926151025","100","750"
"ESPORTSTMNT02:2785385","105709099258505657","200","750"
"ESPORTSTMNT04:2220375","105514907449611976","100","400"
"ESPORTSTMNT06:1160540","103535282138043022","100",
"ESPORTSTMNT03:2563081","99294153824386385","200","2250"
"ESPORTSTMNT02:2066052","105397404796640412","200",
"ESPORTSTMNT02:3217495","105550036134585264","200","1150"
"ESPORTSTMNT03:3122536","102747101565183056","200","150"
"ESPORTSTMNT01:3403830","109480056092207899","200","600"
"ESPORTSTMNT01:2704268","105550059790656435","100",
"ESPORTSTMNT02:2963585","103535282119620510","100","400"
"ESPORTSTMNT01:2704495","107467834753797729","200",
"ESPORTSTMNT03:3180760","105521706535388095","100","0"
"ESPORTSTMNT05:2952943","98767991949608898","100","0"
"ESPORTSTMNT02:2974440","98926509885559666","100","250"
"ESPORTSTMNT02:1101589","99566404581868574","100",
"ESPORTSTMNT01:3413045","103461966951059521","200","650"
"ESPORTSTMNT01:3335064","100205573496804586","100","350"
"ESPORTSTMNT01:3393609","107580497041999074","200","850"
"ESPORTSTMNT02:2914539","107467794614674479","100","150"
"ESPORTSTMNT03:1997031","105521706535388095","100",
"ESPORTSTMNT04:2693013","103935468920814040","100","0"
"ESPORTSTMNT03:3200156","110733877357854829","100","1350"
"ESPORTSTMNT04:2170350","105520784254806142","200","150"
"ESPORTSTMNT03:1125380","99294153826603341","100",
"ESPORTSTMNT02:2779376","107423109717243380","100","0"
"ESPORTSTMNT03:3114599","98767991860392497","200","200"
"ESPORTSTMNT02:2820610","107598712583969458","100","500"
"ESPORTSTMNT06:2530629","98926509885559666","200","150"
"ESPORTSTMNT03:2630776","104367068120825486","100","0"
"ESPORTSTMNT03:3156184","107582184905264520","200","1050"
"ESPORTSTMNT04:1970810","98767991882270868","200",
"ESPORTSTMNT03:3193768","106382545123328648","200","50"
"ESPORTSTMNT03:3193113","101383792887446028","100","250"
"ESPORTSTMNT06:1180337","103877976717529187","200",
"ESPORTSTMNT03:3092604","99566404585387054","200","1650"
"ESPORTSTMNT03:2893238","101428372607057464","200","0"
"ESPORTSTMNT04:2668044","103877589042434434","100","0"
"ESPORTSTMNT02:1405142","99566404579461230","200",
"ESPORTSTMNT02:1735199","99566404581868574","100",
"ESPORTSTMNT01:2695530","100725845018863243","200",
"ESPORTSTMNT04:2683760","107565448721890834","200","1200"
"ESPORTSTMNT02:1401338","101383792891050518","200",
"ESPORTSTMNT03:2784732","105550049871017396","100","100"
"ESPORTSTMNT01:3399316","106857734387052095","200","700"
"ESPORTSTMNT02:2570944","105505619546859895","100",
"ESPORTSTMNT02:3048468","98767991892579754","200","1050"
"ESPORTSTMNT06:1300755","103535282138043022","200",
"ESPORTSTMNT02:1281338","99566405127798575","100",
"ESPORTSTMNT02:2663523","107599144012469862","200","500"
"ESPORTSTMNT02:2673843","107582178455767077","200","250"
"ESPORTSTMNT01:1887455","102747101565183056","200",
"ESPORTSTMNT02:2674470","107582178455767077","100","650"
"ESPORTSTMNT05:2560580","102787200124959636","200","850"
"ESPORTSTMNT04:1480519","105515345386578249","200",
"ESPORTSTMNT02:1924149","99566408221114231","200",
"ESPORTSTMNT03:3192307","109696115986547257","200","850"
"ESPORTSTMNT05:2530839","101422616509070746","200",
"ESPORTSTMNT03:2568857","99566404581868574","200","0"
"ESPORTSTMNT02:3166960","109675490370327425","200","550"
"ESPORTSTMNT03:2795307","105504044166670507","200","50"
"ESPORTSTMNT03:3128402","107251295460371069","200","150"
"ESPORTSTMNT06:1830980","102787200159169580","100",
"ESPORTSTMNT01:3411607","109696092218588987","200","700"
"ESPORTSTMNT01:1896801","99566404585387054","200",
"ESPORTSTMNT03:1430732","103535282124208038","100",
"ESPORTSTMNT05:3090410","105537149834356301","100","1450"
"ESPORTSTMNT05:2750223","102787200151698443","100","0"
"ESPORTSTMNT02:1413819","98767991921462763","200",
"ESPORTSTMNT02:1401765","99566408219409348","200",
"ESPORTSTMNT02:2820585","107599188771591359","100","350"
"ESPORTSTMNT04:2451396","102235771678061291","200","1050"
"ESPORTSTMNT01:2983185","104710359142494900","100","500"
"ESPORTSTMNT04:2220392","107598805167594304","200","150"
"ESPORTSTMNT03:1404051","103535282124208038","200",
"ESPORTSTMNT01:3093698","107580481273119961","200","0"
"ESPORTSTMNT03:2003241","104710682193583854","200",
"ESPORTSTMNT04:1890429","106301891501674861","200",
"ESPORTSTMNT03:2055172","99566404585387054","100",
"LPL_B:326608","103461966986776720","200","100"
"ESPORTSTMNT01:1882148","105520824521753126","100",
"ESPORTSTMNT01:3311455","108319669531442279","200","350"
"ESPORTSTMNT01:3382675","105550005698683818","100","150"
"ESPORTSTMNT02:2777733","107582181197106556","100","2850"
"ESPORTSTMNT01:3091190","99566405128626825","200","400"
"ESPORTSTMNT03:2569854","107700204561086446","100","100"
"ESPORTSTMNT01:3313659","105549997263803379","100","1500"
"ESPORTSTMNT02:1687241","105594176887807460","100",
"ESPORTSTMNT02:2440830",,"200",
"ESPORTSTMNT02:1810481","98926509885559666","100",
"ESPORTSTMNT03:3181509","107582157086477662","200","850"
"ESPORTSTMNT03:1754590","98926509885559666","200",
"ESPORTSTMNT03:3099975","107581296208168309","100","450"
"ESPORTSTMNT02:2840731","99566404579461230","100","850"
"ESPORTSTMNT01:3335734","109485335453835911","100","0"
"ESPORTSTMNT02:2077718","106269859169658575","200",
"ESPORTSTMNT02:2786478","105537226118106446","200","1500"
"ESPORTSTMNT06:2818103","107599485973747723","200","950"
"ESPORTSTMNT06:2260547","104710682193583854","100","650"
"ESPORTSTMNT03:2002218","105550024238752685","200",
"ESPORTSTMNT04:2471557","105549997263803379","100","150"
"ESPORTSTMNT02:2789167","99566408221961358","200","250"
"ESPORTSTMNT03:3157568","107581212180071788","100","0"
"ESPORTSTMNT01:2965257","105503535895066182","100","400"
"ESPORTSTMNT03:2544152","102787200136756173","200","1600"
"ESPORTSTMNT02:1682025","100205576307813373","100",
"ESPORTSTMNT06:1730628","98767991877340524","100",
"ESPORTSTMNT03:1401602","99566405129589291","200",
"ESPORTSTMNT03:2931421","105504044166670507","100","950"
"ESPORTSTMNT01:2734526","107582178455767077","200","600"
"ESPORTSTMNT02:3220115","105550051809743868","100","100"
"ESPORTSTMNT01:3415616","107581284487120142","100","150"
"ESPORTSTMNT01:1414138","99294153824386385","100",
"ESPORTSTMNT03:2657833","99566405128626825","200","700"
"ESPORTSTMNT04:1810266","103877675241047720","200",
"ESPORTSTMNT06:2773714","105515345386578249","100","0"
"ESPORTSTMNT06:1031447","98767991949608898","200",
"ESPORTSTMNT01:3409592","99294153828264740","100","100"
"ESPORTSTMNT06:1840950","101383793569248484","200",
"ESPORTSTMNT02:3219652","106827823550343961","200","300"
"ESPORTSTMNT01:3416245","100285330168091787","100","300"
"ESPORTSTMNT05:1870655","102787200155434012","100",
"ESPORTSTMNT03:2894522","99566405128626825","200","600"
"ESPORTSTMNT03:3189370","109675484017801229","100","350"
"ESPORTSTMNT02:2883775","107603600826620492","200","50"
"ESPORTSTMNT03:3127092","108573042084687884","200","200"
"ESPORTSTMNT03:1995959","100205576307813373","100",
