"platformgameid","blue_kills","red_kills"
"ESPORTSTMNT02:2974118","13","23"
"ESPORTSTMNT04:1800347","27","16"
"ESPORTSTMNT02:2779197","12","8"
"ESPORTSTMNT03:3198196","12","12"
"ESPORTSTMNT04:2689269","9","18"
"ESPORTSTMNT03:2712884","14","14"
"ESPORTSTMNT01:1723480","4","10"
"ESPORTSTMNT04:2450302","6","26"
"ESPORTSTMNT03:2657730","6","21"
"ESPORTSTMNT03:1752809","14","13"
"ESPORTSTMNT03:2712572","19","4"
"ESPORTSTMNT03:2930502","28","5"
"ESPORTSTMNT03:2780993","18","6"
"ESPORTSTMNT01:2912059","24","8"
"ESPORTSTMNT05:1210076","17","8"
"ESPORTSTMNT01:2706723","21","8"
"ESPORTSTMNT01:1325167","15","6"
"ESPORTSTMNT06:2815859","3","14"
"ESPORTSTMNT04:2658225","8","21"
"ESPORTSTMNT06:2821295","13","18"
"ESPORTSTMNT05:3218315","11","25"
"ESPORTSTMNT04:1610180","4","16"
"ESPORTSTMNT02:2578008","6","18"
"ESPORTSTMNT01:2905639","7","11"
"ESPORTSTMNT01:1323323","13","5"
"ESPORTSTMNT01:3000012","18","5"
"ESPORTSTMNT02:3153295","23","8"
"ESPORTSTMNT01:3383508","2","13"
"LPL_A:342859","8","24"
"ESPORTSTMNT06:1860945","18","11"
"ESPORTSTMNT02:2076062","4","15"
"ESPORTSTMNT03:2006272","6","14"
"ESPORTSTMNT01:2707515","9","21"
"ESPORTSTMNT05:3240514","26","6"
"ESPORTSTMNT03:1414469","23","6"
"ESPORTSTMNT04:1250229","17","5"
"ESPORTSTMNT02:3151724","19","4"
"ESPORTSTMNT05:3223058","18","33"
"ESPORTSTMNT03:1128150","23","6"
"ESPORTSTMNT04:2685885","2","14"
"ESPORTSTMNT02:2067531","5","21"
"ESPORTSTMNT03:1991949","20","14"
"ESPORTSTMNT01:2782966","25","10"
"ESPORTSTMNT04:2170448","10","21"
"ESPORTSTMNT02:3156036","20","11"
"ESPORTSTMNT03:1119088","12","2"
"ESPORTSTMNT04:2170308","10","27"
"ESPORTSTMNT06:2500090","21","5"
"ESPORTSTMNT02:2672758","16","8"
"ESPORTSTMNT06:2767328","14","4"
"ESPORTSTMNT02:2066274","30","8"
"ESPORTSTMNT01:2704544","14","28"
"ESPORTSTMNT03:1128226","8","12"
"ESPORTSTMNT06:1071286","7","16"
"ESPORTSTMNT01:2146653","11","20"
"ESPORTSTMNT02:2670754","12","7"
"ESPORTSTMNT04:2280034","12","17"
"ESPORTSTMNT05:1430413","8","21"
"ESPORTSTMNT03:3091672","22","27"
"ESPORTSTMNT02:1687553","18","24"
"ESPORTSTMNT05:3219540","12","0"
"ESPORTSTMNT01:3332801","10","1"
"ESPORTSTMNT03:2632657","29","16"
"ESPORTSTMNT03:2101814","6","17"
"ESPORTSTMNT01:2690725","4","18"
"ESPORTSTMNT01:2139225","16","24"
"ESPORTSTMNT02:1102075","16","2"
"ESPORTSTMNT02:2440832","16","7"
"ESPORTSTMNT06:1580406","17","4"
"ESPORTSTMNT01:1144905","7","19"
"ESPORTSTMNT04:2670369","20","11"
"ESPORTSTMNT03:2073212","25","24"
"ESPORTSTMNT04:2090746","5","18"
"ESPORTSTMNT03:1352439","26","13"
"ESPORTSTMNT03:2053176","19","3"
"ESPORTSTMNT03:2885942","22","15"
"ESPORTSTMNT02:3216780","11","2"
"ESPORTSTMNT03:3193826","22","14"
"ESPORTSTMNT01:2148767","2","13"
"ESPORTSTMNT01:2135133","17","25"
"ESPORTSTMNT03:1401956","14","3"
"ESPORTSTMNT03:2782597","26","7"
"ESPORTSTMNT05:1520653","15","10"
"ESPORTSTMNT04:1490767","28","9"
"ESPORTSTMNT06:1300363","16","2"
"ESPORTSTMNT01:2783304","15","7"
"ESPORTSTMNT01:3312892","8","1"
"ESPORTSTMNT01:1895540","24","7"
"ESPORTSTMNT01:2743761","19","4"
"ESPORTSTMNT02:3214455","20","8"
"ESPORTSTMNT06:2775522","23","20"
"ESPORTSTMNT04:1210005","27","7"
"ESPORTSTMNT04:2471944","19","10"
"ESPORTSTMNT03:2004879","29","15"
"ESPORTSTMNT01:2030782","14","17"
"ESPORTSTMNT04:2230374","11","16"
"ESPORTSTMNT04:1961307","19","32"
"ESPORTSTMNT01:3300455","16","11"
"ESPORTSTMNT02:1105283","13","9"
"ESPORTSTMNT02:1682742","15","7"
"ESPORTSTMNT06:2542219","21","2"
"ESPORTSTMNT01:3388808","25","12"
"ESPORTSTMNT01:2915673","18","10"
"ESPORTSTMNT01:2210642","21","14"
"ESPORTSTMNT05:3219371","13","6"
"ESPORTSTMNT02:1094477","18","4"
"ESPORTSTMNT01:2731711","17","11"
"ESPORTSTMNT04:2411335","19","1"
"ESPORTSTMNT06:1680448","7","18"
"ESPORTSTMNT02:3216173","8","12"
"ESPORTSTMNT02:1684220","21","7"
"ESPORTSTMNT05:2530714","11","5"
"ESPORTSTMNT06:2769916","20","6"
"ESPORTSTMNT01:2250701","29","5"
"ESPORTSTMNT03:1757234","12","24"
"ESPORTSTMNT03:1752362","20","10"
"ESPORTSTMNT06:1880099","25","8"
"ESPORTSTMNT02:3143199","29","21"
"ESPORTSTMNT02:3211174","17","15"
"ESPORTSTMNT02:3142423","12","22"
"ESPORTSTMNT06:2542415","23","10"
"ESPORTSTMNT03:1996513","25","13"
"ESPORTSTMNT03:1092386","9","14"
"ESPORTSTMNT05:2520815","23","9"
"ESPORTSTMNT03:3194767","24","16"
"ESPORTSTMNT04:2685496","24","10"
"ESPORTSTMNT01:2138794","19","24"
"ESPORTSTMNT06:2191090","6","17"
"ESPORTSTMNT01:2742954","7","26"
"ESPORTSTMNT04:2685178","3","10"
"ESPORTSTMNT06:1840451","9","19"
"ESPORTSTMNT05:1870229","2","15"
"ESPORTSTMNT05:2060151","21","7"
"ESPORTSTMNT01:3086445","21","5"
"ESPORTSTMNT03:3124464","12","18"
"ESPORTSTMNT01:3092718","18","20"
"ESPORTSTMNT04:1480845","13","4"
"ESPORTSTMNT03:3198621","22","21"
"ESPORTSTMNT04:1320015","16","14"
"ESPORTSTMNT02:1938684","25","16"
"ESPORTSTMNT02:2558810","21","12"
"ESPORTSTMNT05:2531008","23","14"
"ESPORTSTMNT05:2750170","22","11"
"ESPORTSTMNT02:3222132","3","17"
"ESPORTSTMNT01:3324865","19","5"
"ESPORTSTMNT01:1881617","18","18"
"ESPORTSTMNT01:2694052","22","6"
"ESPORTSTMNT03:2921427","21","6"
"ESPORTSTMNT06:1840322","15","23"
"ESPORTSTMNT01:3309624","13","7"
"ESPORTSTMNT03:3192759","13","17"
"ESPORTSTMNT01:3393431","13","4"
"ESPORTSTMNT02:3219854","4","23"
"ESPORTSTMNT01:2860401","22","10"
"ESPORTSTMNT04:1960703","25","5"
"ESPORTSTMNT03:3134246","22","19"
"ESPORTSTMNT02:2573585","7","20"
"ESPORTSTMNT06:2818641","15","3"
"ESPORTSTMNT02:2260150","29","25"
"ESPORTSTMNT01:2902811","15","21"
"ESPORTSTMNT05:3223072","23","35"
"ESPORTSTMNT03:2002918","20","7"
"ESPORTSTMNT04:2684566","26","18"
"ESPORTSTMNT02:2911660","10","20"
"ESPORTSTMNT02:3048340","13","6"
"ESPORTSTMNT05:3090772","27","9"
"ESPORTSTMNT01:2732995","14","13"
"ESPORTSTMNT02:3227954","12","14"
"ESPORTSTMNT02:1929210","18","10"
"ESPORTSTMNT03:2630880","25","10"
"ESPORTSTMNT03:2896196","4","14"
"ESPORTSTMNT03:3100471","10","6"
"ESPORTSTMNT03:1116764","17","6"
"ESPORTSTMNT06:2290130","19","9"
"ESPORTSTMNT06:2819365","19","15"
"ESPORTSTMNT06:1020369","5","11"
"ESPORTSTMNT01:3409803","17","9"
"ESPORTSTMNT03:1673709","19","5"
"ESPORTSTMNT06:1880457","22","15"
"ESPORTSTMNT04:2240190","20","6"
"ESPORTSTMNT05:2560580","8","18"
"ESPORTSTMNT02:2578027","22","13"
"ESPORTSTMNT03:2797803","26","5"
"ESPORTSTMNT02:2914930","25","12"
"ESPORTSTMNT03:2093993","18","3"
"ESPORTSTMNT01:1143700","21","7"
"ESPORTSTMNT01:1120737","18","10"
"ESPORTSTMNT04:2690331","21","9"
"ESPORTSTMNT03:3096742","15","5"
"ESPORTSTMNT03:2103759","4","12"
"ESPORTSTMNT03:3192896","4","10"
"ESPORTSTMNT01:2772260","16","23"
"ESPORTSTMNT01:1682850","20","7"
"ESPORTSTMNT02:1936810","25","7"
"ESPORTSTMNT05:1440751","6","16"
"ESPORTSTMNT06:1930133","9","20"
"ESPORTSTMNT04:1810612","16","6"
"ESPORTSTMNT05:3217561","20","18"
"ESPORTSTMNT01:2984695","13","6"
"ESPORTSTMNT04:1960728","19","6"
"ESPORTSTMNT01:1891932","30","6"
"ESPORTSTMNT03:3127554","15","29"
"ESPORTSTMNT04:970378","17","3"
"ESPORTSTMNT04:2672150","13","10"
"ESPORTSTMNT04:2451564","16","6"
"ESPORTSTMNT04:2090784","9","15"
"ESPORTSTMNT02:2077856","2","15"
"ESPORTSTMNT01:3322791","19","9"
"ESPORTSTMNT04:2451745","34","12"
"ESPORTSTMNT06:1881049","9","15"
"ESPORTSTMNT06:2530358","16","9"
"ESPORTSTMNT02:3168430","24","24"
"ESPORTSTMNT02:1332265","15","4"
"ESPORTSTMNT04:2688552","13","4"
"ESPORTSTMNT01:3417100","13","16"
"ESPORTSTMNT03:3190566","14","20"
"ESPORTSTMNT01:3410725","15","12"
"ESPORTSTMNT06:2290430","0","22"
"ESPORTSTMNT01:3331073","18","12"
"ESPORTSTMNT02:1284540","12","5"
"ESPORTSTMNT04:1810254","19","8"
"ESPORTSTMNT04:2694191","22","18"
"ESPORTSTMNT01:2210297","11","20"
"ESPORTSTMNT01:2149614","16","5"
"ESPORTSTMNT06:1040936","9","7"
"ESPORTSTMNT03:1323068","5","16"
"ESPORTSTMNT01:3413702","24","13"
"ESPORTSTMNT02:2963581","11","15"
"ESPORTSTMNT02:1394234","4","12"
"ESPORTSTMNT05:1831596","24","4"
"ESPORTSTMNT06:2542405","7","10"
"ESPORTSTMNT02:1735055","15","17"
"ESPORTSTMNT01:3340418","15","7"
"ESPORTSTMNT06:1300358","11","5"
"ESPORTSTMNT01:2744997","17","7"
"ESPORTSTMNT03:2788139","16","4"
"ESPORTSTMNT04:1970407","15","5"
"ESPORTSTMNT01:2800057","9","12"
"ESPORTSTMNT01:1895880","13","4"
"ESPORTSTMNT03:2884984","13","2"
"ESPORTSTMNT04:2691782","19","21"
"ESPORTSTMNT02:1091292","15","8"
"ESPORTSTMNT01:2706506","16","8"
"ESPORTSTMNT06:1860501","28","15"
"ESPORTSTMNT05:3220201","6","23"
"ESPORTSTMNT06:2774402","11","15"
"ESPORTSTMNT02:3053274","4","13"
"ESPORTSTMNT05:2580374","20","19"
"ESPORTSTMNT01:3368490","8","24"
"ESPORTSTMNT02:1936449","28","6"
"ESPORTSTMNT04:2470904","0","16"
"ESPORTSTMNT06:1880476","4","15"
"ESPORTSTMNT06:2773258","3","21"
"ESPORTSTMNT03:2780949","15","0"
"ESPORTSTMNT03:2794070","18","4"
"ESPORTSTMNT03:2796256","8","6"
"ESPORTSTMNT02:2660661","39","20"
"ESPORTSTMNT02:2573398","31","11"
"ESPORTSTMNT01:3387022","21","6"
"ESPORTSTMNT02:1693175","1","19"
"ESPORTSTMNT02:2551556","11","21"
"ESPORTSTMNT01:1840341","17","11"
"ESPORTSTMNT06:1180914","9","36"
"ESPORTSTMNT01:2694991","6","18"
"ESPORTSTMNT03:2075109","23","20"
"ESPORTSTMNT03:3196802","13","10"
"ESPORTSTMNT01:1120787","9","19"
"ESPORTSTMNT03:3184120","16","16"
"ESPORTSTMNT06:1300805","13","24"
"ESPORTSTMNT01:2708024","16","22"
"ESPORTSTMNT03:3099792","11","11"
"ESPORTSTMNT06:2542294","11","28"
"ESPORTSTMNT01:3327734","12","3"
"ESPORTSTMNT04:2687512","4","5"
"ESPORTSTMNT03:2793221","7","12"
"ESPORTSTMNT01:2697431","26","6"
"ESPORTSTMNT03:2548400","10","21"
"ESPORTSTMNT02:3167776","15","25"
"ESPORTSTMNT03:1551682","3","17"
"ESPORTSTMNT03:1353399","5","11"
"ESPORTSTMNT03:3099866","4","14"
"ESPORTSTMNT05:2990853","7","24"
"ESPORTSTMNT03:1993401","17","10"
"ESPORTSTMNT01:2915672","21","12"
"ESPORTSTMNT06:1310468","20","11"
"ESPORTSTMNT02:2661134","12","20"
"ESPORTSTMNT01:3315838","23","16"
"ESPORTSTMNT04:980881","27","27"
"ESPORTSTMNT05:2060471","24","14"
"ESPORTSTMNT01:3384650","18","8"
"ESPORTSTMNT03:2007489","23","9"
"ESPORTSTMNT06:2775748","15","5"
"ESPORTSTMNT03:2093567","9","4"
"ESPORTSTMNT02:2784813","11","2"
"ESPORTSTMNT01:1110323","3","18"
"ESPORTSTMNT01:2136764","6","22"
"ESPORTSTMNT02:1694314","19","14"
"ESPORTSTMNT01:3316094","22","8"
"ESPORTSTMNT03:2796722","12","1"
"ESPORTSTMNT01:3082153","29","14"
"ESPORTSTMNT03:3098143","19","11"
"ESPORTSTMNT06:1880114","6","21"
"ESPORTSTMNT05:2952042","14","24"
"ESPORTSTMNT06:2531168","9","27"
"ESPORTSTMNT06:2531053","33","27"
"ESPORTSTMNT06:2773300","23","18"
"ESPORTSTMNT06:1300755","12","16"
"ESPORTSTMNT06:2820184","20","19"
"ESPORTSTMNT03:2074887","17","5"
"ESPORTSTMNT02:2064740","16","9"
"ESPORTSTMNT01:3315287","22","13"
"ESPORTSTMNT04:2692173","10","24"
"ESPORTSTMNT01:1325639","7","16"
"ESPORTSTMNT01:3309043","15","2"
"ESPORTSTMNT03:3169215","5","11"
"ESPORTSTMNT01:3382616","9","12"
"ESPORTSTMNT03:3191717","3","14"
"ESPORTSTMNT04:1240164","23","8"
"ESPORTSTMNT03:1125339","17","15"
"ESPORTSTMNT04:2669365","17","5"
"ESPORTSTMNT06:2470070","0","11"
"ESPORTSTMNT02:2076360","15","4"
"ESPORTSTMNT02:2660254","21","25"
"ESPORTSTMNT01:1880793","15","5"
"ESPORTSTMNT02:3220280","9","19"
"ESPORTSTMNT04:2471799","18","3"
"ESPORTSTMNT03:2566875","6","17"
"ESPORTSTMNT01:2250069","26","17"
"ESPORTSTMNT05:2070134","20","7"
"ESPORTSTMNT01:2773212","22","11"
"ESPORTSTMNT06:1690427","9","25"
"ESPORTSTMNT02:1084133","9","1"
"ESPORTSTMNT06:2775242","16","23"
"ESPORTSTMNT03:2545531","7","4"
"ESPORTSTMNT02:2820184","21","28"
"ESPORTSTMNT05:1180235","16","6"
"ESPORTSTMNT05:2060825","18","25"
"ESPORTSTMNT02:1411724","10","16"
"ESPORTSTMNT02:1686283","14","22"
"ESPORTSTMNT06:1510288","12","21"
"ESPORTSTMNT02:1101888","19","2"
"ESPORTSTMNT05:3218334","14","5"
"ESPORTSTMNT04:1730152","22","10"
"ESPORTSTMNT01:2984436","11","22"
"ESPORTSTMNT04:2451396","9","17"
"ESPORTSTMNT03:1532929","7","12"
"ESPORTSTMNT06:1180520","29","18"
"ESPORTSTMNT01:2913804","4","15"
"ESPORTSTMNT06:2211050","23","8"
"ESPORTSTMNT04:1890452","19","4"
"ESPORTSTMNT03:3188146","13","11"
"ESPORTSTMNT01:3315993","17","7"
"ESPORTSTMNT01:3412789","7","16"
"ESPORTSTMNT02:3221050","25","17"
"ESPORTSTMNT04:2691591","19","6"
"ESPORTSTMNT02:1333365","10","4"
"ESPORTSTMNT04:2690795","18","1"
"ESPORTSTMNT02:3219092","5","17"
"ESPORTSTMNT03:2562201","7","17"
"ESPORTSTMNT03:3091833","28","12"
"ESPORTSTMNT01:1403735","20","8"
"ESPORTSTMNT02:2558395","22","5"
"ESPORTSTMNT05:2530235","17","7"
"ESPORTSTMNT01:2030654","29","11"
"ESPORTSTMNT03:3175330","21","7"
"ESPORTSTMNT03:1992712","8","19"
"ESPORTSTMNT03:3116711","14","7"
"ESPORTSTMNT03:1532201","4","14"
"ESPORTSTMNT06:2190727","13","18"
"ESPORTSTMNT03:2714869","24","8"
"ESPORTSTMNT02:3166535","9","10"
"ESPORTSTMNT02:1296226","13","0"
"ESPORTSTMNT02:2572232","5","21"
"ESPORTSTMNT01:1432166","8","4"
"ESPORTSTMNT02:2840218","7","15"
"ESPORTSTMNT01:2701456","28","14"
"ESPORTSTMNT05:2943220","23","19"
"ESPORTSTMNT03:1823082","26","11"
"ESPORTSTMNT02:2577492","11","16"
"ESPORTSTMNT04:2431278","5","20"
"ESPORTSTMNT02:3171710","16","10"
"ESPORTSTMNT06:1270708","10","1"
"ESPORTSTMNT03:3182861","10","30"
"ESPORTSTMNT06:1860582","12","31"
"ESPORTSTMNT01:1162008","2","17"
"ESPORTSTMNT06:1720302","1","11"
"ESPORTSTMNT03:2784538","8","15"
"ESPORTSTMNT05:1830074","11","14"
"ESPORTSTMNT01:2915382","19","8"
"ESPORTSTMNT03:2886194","20","6"
"ESPORTSTMNT02:1386339","23","6"
"ESPORTSTMNT04:1800823","6","20"
"ESPORTSTMNT03:1760831","16","6"
"ESPORTSTMNT03:3099954","33","12"
"ESPORTSTMNT03:2795037","9","12"
"ESPORTSTMNT03:2713813","15","13"
"ESPORTSTMNT05:1440707","10","4"
"ESPORTSTMNT01:3404105","12","27"
"ESPORTSTMNT03:3090903","1","15"
"ESPORTSTMNT01:1291426","13","9"
"ESPORTSTMNT02:2575984","1","14"
"ESPORTSTMNT06:2541624","5","14"
"ESPORTSTMNT03:3088333","22","8"
"ESPORTSTMNT02:1114198","6","23"
"ESPORTSTMNT02:3211371","19","7"
"ESPORTSTMNT02:2820649","22","12"
"ESPORTSTMNT04:1890502","20","11"
"ESPORTSTMNT03:2071259","25","11"
"ESPORTSTMNT02:3213452","10","14"
"ESPORTSTMNT05:2070354","5","16"
"ESPORTSTMNT02:2578644","21","14"
"ESPORTSTMNT04:1961268","8","14"
"ESPORTSTMNT02:1296174","8","13"
"ESPORTSTMNT06:1840297","24","10"
"ESPORTSTMNT01:2706360","24","6"
"ESPORTSTMNT03:2563956","31","10"
"ESPORTSTMNT03:3176620","17","7"
"ESPORTSTMNT05:3239389","7","13"
"ESPORTSTMNT05:1860966","22","8"
"ESPORTSTMNT03:2634536","6","23"
"ESPORTSTMNT01:3342148","5","12"
"ESPORTSTMNT06:2816689","7","15"
"ESPORTSTMNT01:1131675","8","19"
"ESPORTSTMNT06:2290162","21","6"
"ESPORTSTMNT02:2777697","8","17"
"ESPORTSTMNT03:1433021","16","11"
"ESPORTSTMNT01:2744995","3","11"
"ESPORTSTMNT03:2590251","12","18"
"ESPORTSTMNT02:3162231","17","6"
"ESPORTSTMNT03:3084574","13","22"
"ESPORTSTMNT03:1672480","14","25"
"ESPORTSTMNT01:1161995","26","15"
"ESPORTSTMNT03:1996552","16","12"
"ESPORTSTMNT01:3336132","19","13"
"ESPORTSTMNT04:1880281","13","3"
"ESPORTSTMNT01:2706258","2","12"
"ESPORTSTMNT02:3151734","3","17"
"ESPORTSTMNT01:3337072","5","19"
"ESPORTSTMNT03:2886009","16","6"
"ESPORTSTMNT03:3196424","11","15"
"ESPORTSTMNT02:2067543","32","7"
"ESPORTSTMNT06:2290561","20","16"
"ESPORTSTMNT02:3225650","12","20"
"ESPORTSTMNT01:2782910","6","17"
"ESPORTSTMNT06:1680288","8","20"
"ESPORTSTMNT03:2007068","18","12"
"ESPORTSTMNT05:2670327","18","16"
"ESPORTSTMNT01:3303696","15","3"
"ESPORTSTMNT03:1111008","11","16"
"ESPORTSTMNT01:3415191","4","15"
"ESPORTSTMNT01:2694272","20","8"
"ESPORTSTMNT02:2777066","23","25"
"ESPORTSTMNT05:1830257","13","19"
"ESPORTSTMNT01:2132271","22","7"
"ESPORTSTMNT01:3387089","23","26"
"ESPORTSTMNT03:2002973","13","24"
"ESPORTSTMNT01:1370345","10","20"
"ESPORTSTMNT01:3310801","20","11"
"ESPORTSTMNT06:1580841","14","9"
"ESPORTSTMNT01:2697526","5","18"
"ESPORTSTMNT01:2702939","13","18"
"ESPORTSTMNT02:1938301","5","11"
"ESPORTSTMNT03:1132592","16","3"
"ESPORTSTMNT02:2963001","4","13"
"ESPORTSTMNT03:1330974","17","3"
"ESPORTSTMNT06:2775755","27","14"
"ESPORTSTMNT02:2913962","14","21"
"ESPORTSTMNT03:1532374","3","8"
"ESPORTSTMNT02:3217113","18","5"
"ESPORTSTMNT03:3093219","14","17"
"ESPORTSTMNT04:1530643","19","25"
"ESPORTSTMNT02:1933400","22","6"
"ESPORTSTMNT02:2785036","10","11"
"ESPORTSTMNT04:2431476","3","21"
"ESPORTSTMNT03:3090153","10","19"
"ESPORTSTMNT02:1293762","6","16"
"ESPORTSTMNT03:1124490","12","8"
"ESPORTSTMNT04:2691891","22","5"
"ESPORTSTMNT01:3399518","17","21"
"ESPORTSTMNT04:1570267","18","23"
"ESPORTSTMNT01:3378654","21","3"
"ESPORTSTMNT03:2896038","12","14"
"ESPORTSTMNT06:1720308","22","21"
"ESPORTSTMNT01:2706102","17","4"
"ESPORTSTMNT02:3162712","16","4"
"ESPORTSTMNT01:3316305","19","14"
"ESPORTSTMNT02:3165422","16","15"
"ESPORTSTMNT02:3168645","16","10"
"ESPORTSTMNT03:3166786","18","5"
"ESPORTSTMNT02:2964840","16","12"
"ESPORTSTMNT02:1722591","1","18"
"LPL_B:327190","15","5"
"ESPORTSTMNT03:2101804","12","20"
"ESPORTSTMNT01:3333790","34","16"
"ESPORTSTMNT06:2470335","7","20"
"ESPORTSTMNT02:3189761","22","5"
"ESPORTSTMNT02:2558803","16","3"
"ESPORTSTMNT02:3226887","8","19"
"ESPORTSTMNT01:3331534","14","16"
"ESPORTSTMNT01:3409583","9","15"
"ESPORTSTMNT01:2742912","22","8"
"ESPORTSTMNT01:2772923","19","13"
"ESPORTSTMNT02:3170169","24","6"
"ESPORTSTMNT06:1310659","10","16"
"ESPORTSTMNT03:1997014","1","19"
"ESPORTSTMNT04:2410537","12","1"
"ESPORTSTMNT03:2704081","25","6"
"ESPORTSTMNT06:1170738","10","5"
"ESPORTSTMNT06:1580414","9","22"
"ESPORTSTMNT04:1240489","1","14"
"ESPORTSTMNT01:1692743","12","22"
"ESPORTSTMNT04:1961427","22","3"
"ESPORTSTMNT01:2902790","23","10"
"ESPORTSTMNT02:1292653","4","20"
"ESPORTSTMNT04:1220593","16","10"
"ESPORTSTMNT03:1100730","30","8"
"ESPORTSTMNT06:2470308","10","4"
"ESPORTSTMNT03:3090058","11","26"
"ESPORTSTMNT02:2575922","6","14"
"ESPORTSTMNT03:3095678","4","17"
"ESPORTSTMNT02:2787867","9","16"
"ESPORTSTMNT02:3168375","19","9"
"ESPORTSTMNT04:2687377","12","21"
"ESPORTSTMNT05:1830194","9","23"
"ESPORTSTMNT04:2693173","5","13"
"ESPORTSTMNT05:3239482","18","2"
"ESPORTSTMNT03:3158088","2","19"
"ESPORTSTMNT02:2260155","23","18"
"LPL_A:329998","11","4"
"ESPORTSTMNT03:1144358","3","16"
"ESPORTSTMNT03:2542315","20","9"
"ESPORTSTMNT03:1811351","18","26"
"ESPORTSTMNT02:2577051","6","16"
"ESPORTSTMNT03:3125814","11","30"
"ESPORTSTMNT06:1860575","21","4"
"ESPORTSTMNT04:2670284","29","7"
"ESPORTSTMNT04:2431464","3","21"
"ESPORTSTMNT04:2411115","15","4"
"ESPORTSTMNT03:3119571","13","20"
"ESPORTSTMNT02:2972466","20","8"
"ESPORTSTMNT04:2686009","20","13"
"ESPORTSTMNT03:2713143","10","23"
"ESPORTSTMNT04:1810613","22","26"
"ESPORTSTMNT03:1128619","4","18"
"ESPORTSTMNT03:3098787","19","10"
"ESPORTSTMNT01:2704885","28","17"
"ESPORTSTMNT03:2104111","21","13"
"ESPORTSTMNT01:3091822","3","16"
"ESPORTSTMNT06:2260481","19","10"
"ESPORTSTMNT06:2210741","11","2"
"ESPORTSTMNT01:2732950","10","21"
"ESPORTSTMNT02:3219719","7","20"
"ESPORTSTMNT02:2662701","7","17"
"ESPORTSTMNT04:2686017","19","1"
"ESPORTSTMNT03:3121394","17","23"
"ESPORTSTMNT03:1334645","15","12"
"ESPORTSTMNT05:2060117","15","12"
"ESPORTSTMNT03:2007063","7","17"
"ESPORTSTMNT05:2760550","22","10"
"ESPORTSTMNT01:3324587","21","22"
"ESPORTSTMNT01:2210439","22","5"
"ESPORTSTMNT06:1071259","23","12"
"ESPORTSTMNT01:2916749","33","21"
"ESPORTSTMNT01:3297245","12","14"
"ESPORTSTMNT03:3118598","6","19"
"ESPORTSTMNT03:2565565","15","1"
"ESPORTSTMNT03:3188307","20","8"
"ESPORTSTMNT03:3198727","16","19"
"ESPORTSTMNT03:1442138","17","5"
"ESPORTSTMNT01:2771592","24","4"
"ESPORTSTMNT01:3341407","12","17"
"ESPORTSTMNT02:2570583","4","19"
"ESPORTSTMNT01:3375285","4","23"
"ESPORTSTMNT03:3196348","14","18"
"ESPORTSTMNT06:1840839","5","15"
"ESPORTSTMNT04:2471544","17","2"
"ESPORTSTMNT01:2240556","21","8"
"ESPORTSTMNT02:3052853","10","21"
"ESPORTSTMNT03:3131551","14","25"
"ESPORTSTMNT02:1936280","17","8"
"ESPORTSTMNT03:3185658","4","18"
"ESPORTSTMNT02:3218499","9","25"
"ESPORTSTMNT02:1381823","13","8"
"ESPORTSTMNT02:3215003","7","16"
"ESPORTSTMNT06:1020354","22","7"
"ESPORTSTMNT02:1085123","14","6"
"ESPORTSTMNT06:2530440","5","17"
"ESPORTSTMNT04:2471329","14","20"
"ESPORTSTMNT01:2782479","15","24"
"ESPORTSTMNT05:3060708","22","9"
"ESPORTSTMNT04:2683333","23","19"
"ESPORTSTMNT01:3404536","19","13"
"ESPORTSTMNT02:3168664","21","12"
"ESPORTSTMNT03:3185911","9","11"
"ESPORTSTMNT03:1441056","19","7"
"ESPORTSTMNT02:3167751","21","12"
"ESPORTSTMNT06:1310575","18","4"
"ESPORTSTMNT05:2531037","20","8"
"ESPORTSTMNT02:2553791","7","22"
"ESPORTSTMNT01:3299893","18","7"
"ESPORTSTMNT03:2783023","12","1"
"ESPORTSTMNT01:2731026","17","12"
"ESPORTSTMNT03:1962333","15","11"
"ESPORTSTMNT05:3222670","17","5"
"ESPORTSTMNT06:2769812","20","8"
"ESPORTSTMNT03:3188542","11","24"
"ESPORTSTMNT05:1510613","16","7"
"ESPORTSTMNT06:1680347","23","8"
"ESPORTSTMNT03:3096856","24","18"
"ESPORTSTMNT02:1092547","26","16"
"ESPORTSTMNT06:2815778","5","16"
"ESPORTSTMNT03:3122736","13","4"
"ESPORTSTMNT01:2030265","35","12"
"ESPORTSTMNT06:1860593","12","6"
"ESPORTSTMNT02:2671172","2","13"
"ESPORTSTMNT02:3212713","18","16"
"ESPORTSTMNT02:3162591","13","11"
"ESPORTSTMNT03:2541715","9","18"
"ESPORTSTMNT06:2761131","13","8"
"ESPORTSTMNT01:1891135","14","2"
"ESPORTSTMNT01:1722425","13","4"
"ESPORTSTMNT06:2531126","16","13"
"ESPORTSTMNT03:2548443","27","37"
"ESPORTSTMNT04:2411237","21","5"
"ESPORTSTMNT06:1570780","21","12"
"ESPORTSTMNT03:2565642","24","8"
"ESPORTSTMNT06:1570285","26","6"
"ESPORTSTMNT02:3041903","3","21"
"ESPORTSTMNT01:1883514","25","6"
"ESPORTSTMNT03:2886203","6","13"
"ESPORTSTMNT01:1896525","8","15"
"ESPORTSTMNT05:3090755","11","20"
"ESPORTSTMNT06:2541780","16","6"
"ESPORTSTMNT02:3216581","17","9"
"ESPORTSTMNT04:2672375","16","5"
"ESPORTSTMNT03:2655459","3","24"
